"Município";"IDHM 2010";"IDHM
Renda
2010";"IDHM Longevidade 2010";"IDHM Educação 2010";"Estado"
"Desterro do Melo";0,631;0,618;0,809;0,503;"MG"
"Sobrália";0,631;0,611;0,805;0,51;"MG"
"Uruçuí";0,631;0,614;0,794;0,516;"PI"
"Redentora";0,631;0,606;0,792;0,523;"RS"
"Vargem Alegre";0,631;0,631;0,819;0,486;"MG"
"Jari";0,631;0,636;0,836;0,473;"RS"
"Senhora de Oliveira";0,631;0,603;0,801;0,521;"MG"
"Angical do Piauí";0,63;0,61;0,737;0,555;"PI"
"Ipiranga do Piauí";0,63;0,56;0,765;0,583;"PI"
"Campos Sales";0,63;0,584;0,769;0,556;"CE"
"Campina do Simão";0,63;0,598;0,792;0,527;"PR"
"Jangada";0,63;0,567;0,805;0,549;"MT"
"Penedo";0,63;0,602;0,774;0,536;"AL"
"Acaiaca";0,63;0,61;0,823;0,499;"MG"
"Ramilândia";0,63;0,639;0,802;0,489;"PR"
"Bonópolis";0,63;0,63;0,813;0,488;"GO"
"São Geraldo do Baixio";0,63;0,631;0,824;0,482;"MG"
"Nova Módica";0,63;0,61;0,779;0,527;"MG"
"Barra do Mendes";0,63;0,578;0,784;0,553;"BA"
"Santa Rita de Ibitipoca";0,63;0,625;0,793;0,505;"MG"
"Itinga do Maranhão";0,63;0,601;0,764;0,545;"MA"
"Bacabeira";0,629;0,558;0,768;0,58;"MA"
"Itaobim";0,629;0,613;0,787;0,516;"MG"
"Pentecoste";0,629;0,562;0,734;0,604;"CE"
"Belo Jardim";0,629;0,617;0,783;0,514;"PE"
"Dores do Turvo";0,629;0,613;0,829;0,49;"MG"
"Nova Cruz";0,629;0,589;0,788;0,537;"RN"
"Encanto";0,629;0,589;0,787;0,536;"RN"
"Várzea Alegre";0,629;0,569;0,759;0,576;"CE"
"Cândido de Abreu";0,629;0,643;0,783;0,494;"PR"
"Lassance";0,629;0,614;0,795;0,511;"MG"
"Reduto";0,629;0,647;0,801;0,48;"MG"
"Governador Edison Lobão";0,629;0,589;0,764;0,552;"MA"
"São João do Triunfo";0,629;0,655;0,801;0,475;"PR"
"Bodó";0,629;0,57;0,772;0,565;"RN"
"Piau";0,629;0,647;0,824;0,467;"MG"
"Rio Bonito do Iguaçu";0,629;0,631;0,792;0,498;"PR"
"Vargem";0,629;0,636;0,79;0,495;"SC"
"Turuçu";0,629;0,685;0,814;0,446;"RS"
"Cutias";0,628;0,576;0,76;0,566;"AP"
"Itacambira";0,628;0,57;0,791;0,55;"MG"
"Riachão do Jacuípe";0,628;0,588;0,755;0,559;"BA"
"Abaiara";0,628;0,54;0,748;0,612;"CE"
"Acorizal";0,628;0,594;0,816;0,51;"MT"
"Santana de Pirapama";0,628;0,617;0,816;0,493;"MG"
"Serra Branca";0,628;0,598;0,77;0,537;"PB"
"Berilo";0,628;0,58;0,816;0,524;"MG"
"Monteiro";0,628;0,625;0,709;0,558;"PB"
"Colônia do Gurguéia";0,628;0,578;0,778;0,55;"PI"
"São Francisco do Oeste";0,628;0,581;0,779;0,547;"RN"
"Abaetetuba";0,628;0,579;0,798;0,537;"PA"
"Palmeiras do Tocantins";0,628;0,586;0,81;0,522;"TO"
"Milagres";0,628;0,561;0,777;0,569;"CE"
"Jordânia";0,628;0,613;0,797;0,506;"MG"
"Lagoa Seca";0,627;0,621;0,769;0,516;"PB"
"Itamaraju";0,627;0,641;0,767;0,502;"BA"
"Cairu";0,627;0,6;0,807;0,51;"BA"
"Pedra Azul";0,627;0,596;0,797;0,518;"MG"
"Peçanha";0,627;0,63;0,787;0,497;"MG"
"Pavão";0,627;0,599;0,813;0,507;"MG"
"Pequizeiro";0,627;0,589;0,806;0,518;"TO"
"Santa Rita";0,627;0,597;0,774;0,534;"PB"
"Santa Teresinha";0,627;0,586;0,82;0,513;"PB"
"Sumé";0,627;0,602;0,765;0,534;"PB"
"Espinosa";0,627;0,582;0,804;0,526;"MG"
"Bugre";0,627;0,602;0,8;0,511;"MG"
"Santa Bárbara do Pará";0,627;0,575;0,784;0,546;"PA"
"Vale do Paraíso";0,627;0,641;0,792;0,485;"RO"
"Lambari D'Oeste";0,627;0,67;0,787;0,467;"MT"
"Simplício Mendes";0,627;0,613;0,767;0,525;"PI"
"Axixá do Tocantins";0,627;0,595;0,733;0,566;"TO"
"Baixio";0,627;0,563;0,763;0,575;"CE"
"São Gonçalo dos Campos";0,627;0,636;0,752;0,516;"BA"
"Cachoeirinha";0,627;0,548;0,762;0,59;"TO"
"Itaverava";0,627;0,613;0,811;0,496;"MG"
"Lagoa da Confusão";0,627;0,63;0,787;0,496;"TO"
"Riacho dos Machados";0,627;0,557;0,808;0,547;"MG"
"Coronel Murta";0,627;0,578;0,784;0,543;"MG"
"Buriti do Tocantins";0,627;0,575;0,713;0,601;"TO"
"Cuparaque";0,627;0,621;0,798;0,497;"MG"
"Cedro";0,627;0,592;0,753;0,553;"CE"
"Itaitinga";0,626;0,583;0,768;0,548;"CE"
"Coroaci";0,626;0,613;0,811;0,493;"MG"
"Piedade dos Gerais";0,626;0,645;0,84;0,453;"MG"
"Várzea";0,626;0,577;0,771;0,552;"RN"
"Senhora dos Remédios";0,626;0,578;0,776;0,548;"MG"
"Campo Redondo";0,626;0,554;0,758;0,584;"RN"
"Raposa";0,626;0,568;0,735;0,587;"MA"
"Tumiritinga";0,626;0,615;0,827;0,482;"MG"
"Floresta";0,626;0,588;0,775;0,538;"PE"
"Pocrane";0,626;0,614;0,799;0,5;"MG"
"Coruripe";0,626;0,591;0,769;0,541;"AL"
"Bonfim";0,626;0,597;0,809;0,509;"RR"
"Joanésia";0,626;0,616;0,803;0,495;"MG"
"Mambaí";0,626;0,61;0,816;0,494;"GO"
"Mendes Pimentel";0,626;0,617;0,768;0,518;"MG"
"Redenção";0,626;0,567;0,75;0,577;"CE"
"Muribeca";0,626;0,575;0,771;0,554;"SE"
"Guamaré";0,626;0,632;0,769;0,505;"RN"
"Serra da Raiz";0,626;0,57;0,792;0,544;"PB"
"Olhos-D'Água";0,626;0,607;0,812;0,498;"MG"
"São Sebastião do Oeste";0,626;0,678;0,832;0,434;"MG"
"Arari";0,626;0,587;0,764;0,546;"MA"
"Santo Estêvão";0,626;0,611;0,808;0,498;"BA"
"Pedra Branca do Amapari";0,626;0,628;0,779;0,502;"AP"
"Santa Leopoldina";0,626;0,646;0,797;0,477;"ES"
"Milhã";0,626;0,56;0,784;0,558;"CE"
"Santa Cruz do Escalvado";0,625;0,618;0,815;0,485;"MG"
"Guimarães";0,625;0,535;0,772;0,592;"MA"
"Caetité";0,625;0,631;0,801;0,484;"BA"
"Alto Paraíso";0,625;0,664;0,804;0,457;"RO"
"São João do Pacuí";0,625;0,606;0,798;0,504;"MG"
"Mâncio Lima";0,625;0,58;0,77;0,546;"AC"
"Ibicaraí";0,625;0,609;0,764;0,524;"BA"
"Brás Pires";0,625;0,582;0,801;0,523;"MG"
"Gurjão";0,625;0,576;0,729;0,581;"PB"
"Amargosa";0,625;0,616;0,807;0,492;"BA"
"Lajes Pintadas";0,625;0,559;0,769;0,568;"RN"
"Angical";0,625;0,564;0,778;0,556;"BA"
"Paulistas";0,625;0,593;0,791;0,521;"MG"
"Medeiros Neto";0,625;0,626;0,777;0,501;"BA"
"Solonópole";0,625;0,565;0,754;0,574;"CE"
"Nova Olinda";0,625;0,567;0,779;0,554;"CE"
"Potiraguá";0,625;0,595;0,754;0,545;"BA"
"Francisco Dumont";0,625;0,596;0,797;0,513;"MG"
"Ervália";0,625;0,64;0,828;0,46;"MG"
"Lagarto";0,625;0,613;0,775;0,515;"SE"
"Icaraí de Minas";0,624;0,57;0,799;0,533;"MG"
"Jenipapo de Minas";0,624;0,588;0,793;0,52;"MG"
"Buritizeiro";0,624;0,603;0,768;0,524;"MG"
"Jaguaruana";0,624;0,568;0,779;0,548;"CE"
"Almino Afonso";0,624;0,578;0,739;0,568;"RN"
"Medina";0,624;0,624;0,821;0,475;"MG"
"Angicos";0,624;0,606;0,756;0,53;"RN"
"Ourilândia do Norte";0,624;0,653;0,795;0,467;"PA"
"Caxias";0,624;0,595;0,753;0,543;"MA"
"Braúnas";0,624;0,635;0,802;0,478;"MG"
"Itajá";0,624;0,586;0,769;0,539;"RN"
"Lajes";0,624;0,578;0,756;0,557;"RN"
"Pedra do Anta";0,624;0,636;0,821;0,466;"MG"
"Amaral Ferrador";0,624;0,664;0,802;0,457;"RS"
"Inhuma";0,624;0,562;0,772;0,56;"PI"
"Caracaraí";0,624;0,601;0,78;0,518;"RR"
"Ponte Alta do Tocantins";0,624;0,587;0,779;0,531;"TO"
"Poté";0,624;0,584;0,809;0,515;"MG"
"Rio Pardo de Minas";0,624;0,586;0,798;0,52;"MG"
"Vale do Sol";0,624;0,681;0,813;0,439;"RS"
"Capitão Andrade";0,624;0,63;0,805;0,478;"MG"
"Caparaó";0,624;0,614;0,836;0,473;"MG"
"Barra Longa";0,624;0,613;0,823;0,482;"MG"
"Fortim";0,624;0,562;0,734;0,588;"CE"
"Itapagé";0,623;0,561;0,76;0,568;"CE"
"Tenente Laurentino Cruz";0,623;0,559;0,737;0,586;"RN"
"Bela Cruz";0,623;0,533;0,76;0,598;"CE"
"São José do Norte";0,623;0,663;0,792;0,461;"RS"
"Caturité";0,623;0,617;0,782;0,502;"PB"
"Esperança";0,623;0,598;0,767;0,526;"PB"
"Miguel Leão";0,623;0,579;0,782;0,533;"PI"
"São Miguel do Tocantins";0,623;0,582;0,762;0,544;"TO"
"Zabelê";0,623;0,567;0,725;0,587;"PB"
"Oriximiná";0,623;0,599;0,778;0,52;"PA"
"Cabrobó";0,623;0,581;0,773;0,539;"PE"
"Equador";0,623;0,578;0,765;0,546;"RN"
"Elísio Medrado";0,623;0,59;0,777;0,527;"BA"
"Divinolândia de Minas";0,623;0,603;0,812;0,495;"MG"
"Lençóis";0,623;0,613;0,775;0,51;"BA"
"Petrolândia";0,623;0,604;0,755;0,531;"PE"
"São Miguel dos Campos";0,623;0,612;0,77;0,514;"AL"
"Juti";0,623;0,646;0,77;0,485;"MS"
"Valença";0,623;0,619;0,778;0,502;"BA"
"Bom Jesus do Galho";0,623;0,615;0,8;0,491;"MG"
"Guaraciaba";0,623;0,618;0,794;0,493;"MG"
"Cedro de São João";0,623;0,608;0,731;0,543;"SE"
"São Paulo do Potengi";0,622;0,584;0,744;0,555;"RN"
"Ibitirama";0,622;0,609;0,821;0,481;"ES"
"São Pedro do Suaçuí";0,622;0,611;0,785;0,501;"MG"
"Plácido de Castro";0,622;0,593;0,786;0,517;"AC"
"Abel Figueiredo";0,622;0,625;0,8;0,481;"PA"
"Jacundá";0,622;0,628;0,752;0,509;"PA"
"Francisco Badaró";0,622;0,575;0,793;0,527;"MG"
"Monte do Carmo";0,622;0,608;0,808;0,489;"TO"
"Dom Joaquim";0,622;0,61;0,819;0,482;"MG"
"Dom Pedro";0,622;0,582;0,759;0,545;"MA"
"Mirinzal";0,622;0,546;0,756;0,582;"MA"
"Passa Sete";0,622;0,639;0,782;0,482;"RS"
"Aratuba";0,622;0,53;0,775;0,587;"CE"
"Missão Velha";0,622;0,579;0,754;0,552;"CE"
"Palmácia";0,622;0,59;0,742;0,551;"CE"
"Porteiras";0,622;0,531;0,765;0,592;"CE"
"Quixeré";0,622;0,56;0,774;0,556;"CE"
"Milagres";0,622;0,59;0,789;0,518;"BA"
"Martins";0,622;0,58;0,772;0,538;"RN"
"Nísia Floresta";0,622;0,601;0,773;0,518;"RN"
"Quixabá";0,622;0,564;0,737;0,579;"PB"
"Santarém";0,622;0,553;0,765;0,568;"PB"
"São João do Cariri";0,622;0,618;0,797;0,488;"PB"
"Calmon";0,622;0,618;0,779;0,5;"SC"
"Ferreiros";0,622;0,589;0,787;0,519;"PE"
"Palmares";0,622;0,588;0,744;0,55;"PE"
"Imbaú";0,622;0,636;0,785;0,481;"PR"
"Capim Grosso";0,621;0,62;0,752;0,514;"BA"
"Piancó";0,621;0,593;0,736;0,55;"PB"
"Campo Azul";0,621;0,55;0,799;0,546;"MG"
"Jaguaribe";0,621;0,58;0,76;0,543;"CE"
"Piraquê";0,621;0,593;0,792;0,511;"TO"
"Campo do Brito";0,621;0,625;0,793;0,484;"SE"
"Licínio de Almeida";0,621;0,582;0,775;0,531;"BA"
"Augusto Severo";0,621;0,624;0,774;0,495;"RN"
"Maragogipe";0,621;0,582;0,793;0,518;"BA"
"Filadélfia";0,621;0,578;0,792;0,522;"TO"
"Pacujá";0,621;0,562;0,745;0,571;"CE"
"Japaratuba";0,621;0,581;0,757;0,544;"SE"
"Goianorte";0,621;0,598;0,805;0,497;"TO"
"Sertãozinho";0,621;0,554;0,769;0,561;"PB"
"Cerro Negro";0,621;0,634;0,829;0,455;"SC"
"Santana do Manhuaçu";0,621;0,622;0,809;0,475;"MG"
"Doutor Severiano";0,621;0,567;0,747;0,566;"RN"
"Catuti";0,621;0,563;0,773;0,549;"MG"
"Cônego Marinho";0,621;0,55;0,799;0,544;"MG"
"Prado";0,621;0,616;0,784;0,497;"BA"
"Tamarana";0,621;0,628;0,829;0,46;"PR"
"Portalegre";0,621;0,581;0,754;0,547;"RN"
"Senador Modestino Gonçalves";0,62;0,566;0,782;0,539;"MG"
"Itaquiraí";0,62;0,645;0,772;0,479;"MS"
"São Félix de Minas";0,62;0,589;0,795;0,51;"MG"
"Antônio Almeida";0,62;0,579;0,781;0,527;"PI"
"Alto Rio Doce";0,62;0,595;0,828;0,483;"MG"
"Itaberaba";0,62;0,638;0,769;0,485;"BA"
"Bias Fortes";0,62;0,605;0,796;0,495;"MG"
"Irará";0,62;0,587;0,809;0,501;"BA"
"Passagem";0,62;0,566;0,79;0,534;"PB"
"Urucará";0,62;0,551;0,754;0,575;"AM"
"Monte Santo do Tocantins";0,62;0,572;0,76;0,547;"TO"
"Santo Antônio";0,62;0,595;0,782;0,512;"RN"
"Ipueiras";0,62;0,576;0,797;0,518;"TO"
"Virgolândia";0,62;0,602;0,795;0,497;"MG"
"Chapada da Natividade";0,62;0,59;0,814;0,497;"TO"
"Camocim";0,62;0,565;0,729;0,578;"CE"
"Jacinto";0,62;0,595;0,807;0,496;"MG"
"Charrua";0,62;0,699;0,885;0,385;"RS"
"São Luís do Curu";0,62;0,558;0,719;0,593;"CE"
"Benjamin Constant do Sul";0,619;0,601;0,801;0,492;"RS"
"Santo Antônio dos Milagres";0,619;0,524;0,776;0,582;"PI"
"Matinha";0,619;0,579;0,731;0,56;"MA"
"Cantá";0,619;0,581;0,803;0,509;"RR"
"Brejo dos Santos";0,619;0,564;0,776;0,541;"PB"
"Chapada de Areia";0,619;0,619;0,726;0,529;"TO"
"Ipojuca";0,619;0,613;0,774;0,499;"PE"
"Baturité";0,619;0,574;0,753;0,548;"CE"
"Urucuia";0,619;0,559;0,781;0,543;"MG"
"Fronteiras";0,619;0,621;0,748;0,511;"PI"
"Senador Pompeu";0,619;0,574;0,77;0,537;"CE"
"Rorainópolis";0,619;0,574;0,798;0,519;"RR"
"Vitória do Jari";0,619;0,587;0,781;0,517;"AP"
"Pingo-D'Água";0,619;0,603;0,744;0,529;"MG"
"Maruim";0,618;0,59;0,781;0,511;"SE"
"Demerval Lobão";0,618;0,588;0,781;0,515;"PI"
"Formosa do Rio Preto";0,618;0,576;0,763;0,536;"BA"
"Apuiarés";0,618;0,536;0,741;0,593;"CE"
"Meruoca";0,618;0,559;0,761;0,554;"CE"
"Arneiroz";0,618;0,565;0,74;0,564;"CE"
"Santa Cruz";0,618;0,578;0,779;0,523;"PB"
"Ipu";0,618;0,583;0,762;0,532;"CE"
"Conde";0,618;0,591;0,797;0,5;"PB"
"Toritama";0,618;0,655;0,797;0,452;"PE"
"Catarina";0,618;0,551;0,764;0,56;"CE"
"Umarizal";0,618;0,59;0,792;0,506;"RN"
"Timbaúba";0,618;0,592;0,769;0,519;"PE"
"Jaguaribara";0,618;0,575;0,735;0,559;"CE"
"Reserva";0,618;0,65;0,786;0,461;"PR"
"Malacacheta";0,618;0,609;0,768;0,505;"MG"
"Mortugaba";0,618;0,598;0,771;0,513;"BA"
"Viana";0,618;0,567;0,758;0,548;"MA"
"José de Freitas";0,618;0,591;0,781;0,512;"PI"
"Patu";0,618;0,599;0,768;0,513;"RN"
"Mamonas";0,618;0,565;0,779;0,537;"MG"
"Junco do Seridó";0,617;0,571;0,715;0,576;"PB"
"Major Sales";0,617;0,573;0,774;0,529;"RN"
"Muniz Ferreira";0,617;0,581;0,761;0,531;"BA"
"José Raydan";0,617;0,596;0,799;0,493;"MG"
"Salinas da Margarida";0,617;0,575;0,729;0,561;"BA"
"Guaiúba";0,617;0,546;0,768;0,56;"CE"
"Saubara";0,617;0,563;0,738;0,565;"BA"
"São José do Sabugi";0,617;0,584;0,781;0,514;"PB"
"Sítio D'Abadia";0,617;0,59;0,802;0,497;"GO"
"Uibaí";0,617;0,575;0,758;0,54;"BA"
"Riachuelo";0,617;0,591;0,766;0,52;"SE"
"Parecis";0,617;0,604;0,8;0,485;"RO"
"Vigia";0,617;0,594;0,768;0,516;"PA"
"Puxinanã";0,617;0,574;0,754;0,542;"PB"
"Cajuri";0,617;0,599;0,804;0,487;"MG"
"Água Nova";0,616;0,527;0,776;0,572;"RN"
"São Mateus do Maranhão";0,616;0,627;0,723;0,515;"MA"
"Santa Fé do Araguaia";0,616;0,604;0,804;0,482;"TO"
"Rio dos Bois";0,616;0,588;0,795;0,501;"TO"
"Datas";0,616;0,59;0,756;0,524;"MG"
"Fortaleza dos Nogueiras";0,616;0,566;0,773;0,534;"MA"
"Buritis";0,616;0,65;0,751;0,479;"RO"
"São Gonçalo do Piauí";0,616;0,538;0,739;0,588;"PI"
"Itaguatins";0,616;0,572;0,799;0,511;"TO"
"São Felipe";0,616;0,565;0,787;0,525;"BA"
"Barreira";0,616;0,551;0,771;0,551;"CE"
"Caravelas";0,616;0,626;0,791;0,473;"BA"
"Herveiras";0,616;0,67;0,792;0,441;"RS"
"Icapuí";0,616;0,572;0,757;0,541;"CE"
"Soledade";0,616;0,598;0,772;0,506;"PB"
"Massapê";0,616;0,541;0,778;0,554;"CE"
"Santa Quitéria";0,616;0,546;0,775;0,553;"CE"
"Chuvisca";0,616;0,655;0,818;0,437;"RS"
"Ibipeba";0,616;0,577;0,744;0,545;"BA"
"Matias Cardoso";0,616;0,584;0,799;0,501;"MG"
"Ceará-Mirim";0,616;0,599;0,774;0,505;"RN"
"Novorizonte";0,616;0,582;0,804;0,5;"MG"
"Campanário";0,616;0,607;0,831;0,464;"MG"
"Tabatinga";0,616;0,602;0,769;0,505;"AM"
"Uruçuca";0,616;0,607;0,758;0,507;"BA"
"Santa Fé de Minas";0,615;0,589;0,804;0,492;"MG"
"Cedro";0,615;0,565;0,717;0,573;"PE"
"Jequitinhonha";0,615;0,619;0,817;0,461;"MG"
"São João do Paraíso";0,615;0,583;0,808;0,493;"MG"
"Porto Rico do Maranhão";0,615;0,538;0,772;0,561;"MA"
"São João dos Patos";0,615;0,613;0,726;0,522;"MA"
"Marilac";0,615;0,609;0,781;0,488;"MG"
"Riacho de Santana";0,615;0,572;0,764;0,532;"BA"
"São José do Campestre";0,615;0,564;0,789;0,522;"RN"
"Barra de São Miguel";0,615;0,638;0,767;0,475;"AL"
"Caputira";0,615;0,609;0,809;0,471;"MG"
"Aracoiaba";0,615;0,55;0,759;0,556;"CE"
"Soure";0,615;0,583;0,76;0,525;"PA"
"Ribamar Fiquene";0,615;0,592;0,744;0,527;"MA"
"Dom Eliseu";0,615;0,606;0,763;0,502;"PA"
"Janduís";0,615;0,567;0,776;0,529;"RN"
"Sebastião Laranjeiras";0,615;0,569;0,777;0,527;"BA"
"Monsenhor Gil";0,615;0,568;0,781;0,524;"PI"
"Monte Alegre de Goiás";0,615;0,592;0,816;0,481;"GO"
"Itaporanga";0,615;0,607;0,742;0,517;"PB"
"Capela";0,615;0,596;0,766;0,51;"SE"
"Paramirim";0,615;0,604;0,776;0,496;"BA"
"Entre Rios";0,615;0,602;0,785;0,492;"BA"
"Gaúcha do Norte";0,615;0,658;0,847;0,418;"MT"
"Igaporã";0,614;0,586;0,766;0,516;"BA"
"Itapuã do Oeste";0,614;0,633;0,751;0,488;"RO"
"Altos";0,614;0,59;0,767;0,512;"PI"
"Itaú";0,614;0,588;0,727;0,542;"RN"
"Nova Russas";0,614;0,585;0,754;0,524;"CE"
"Sapeaçu";0,614;0,602;0,735;0,522;"BA"
"Cristópolis";0,614;0,546;0,766;0,553;"BA"
"Pilões";0,614;0,566;0,777;0,527;"RN"
"Presidente Dutra";0,614;0,572;0,73;0,553;"BA"
"Ouro Velho";0,614;0,585;0,764;0,518;"PB"
"Marquinho";0,614;0,615;0,814;0,463;"PR"
"Pracuúba";0,614;0,539;0,79;0,544;"AP"
"Brasiléia";0,614;0,619;0,77;0,485;"AC"
"Luislândia";0,614;0,568;0,799;0,509;"MG"
"Patis";0,614;0,55;0,787;0,534;"MG"
"Ibiaí";0,614;0,565;0,795;0,516;"MG"
"Pedras de Maria da Cruz";0,614;0,564;0,787;0,521;"MG"
"Jardim";0,614;0,547;0,779;0,542;"CE"
"Ubaporanga";0,614;0,604;0,805;0,475;"MG"
"Manacapuru";0,614;0,604;0,795;0,481;"AM"
"Igarapé Grande";0,614;0,578;0,747;0,536;"MA"
"Ibirapuã";0,614;0,641;0,774;0,467;"BA"
"Santa Maria da Vitória";0,614;0,592;0,758;0,516;"BA"
"Jaquirana";0,614;0,626;0,779;0,475;"RS"
"Serra do Mel";0,614;0,574;0,773;0,521;"RN"
"Sete Quedas";0,614;0,66;0,778;0,45;"MS"
"Presidente Juscelino";0,614;0,603;0,796;0,483;"MG"
"Castro Alves";0,613;0,591;0,774;0,504;"BA"
"Santo Inácio do Piauí";0,613;0,543;0,776;0,546;"PI"
"Lajeado do Bugre";0,613;0,604;0,822;0,465;"RS"
"Lavras da Mangabeira";0,613;0,576;0,778;0,515;"CE"
"Montalvânia";0,613;0,586;0,799;0,492;"MG"
"Brasil Novo";0,613;0,632;0,809;0,451;"PA"
"Buerarema";0,613;0,604;0,772;0,495;"BA"
"Jaborandi";0,613;0,572;0,791;0,508;"BA"
"Montividiu do Norte";0,613;0,578;0,816;0,488;"GO"
"Santa Bárbara do Leste";0,613;0,608;0,8;0,473;"MG"
"Itabaiana";0,613;0,592;0,727;0,536;"PB"
"Ribeirópolis";0,613;0,61;0,769;0,49;"SE"
"Santa Maria do Salto";0,613;0,593;0,765;0,507;"MG"
"Santa Rita de Minas";0,613;0,627;0,791;0,464;"MG"
"Iranduba";0,613;0,607;0,799;0,476;"AM"
"Coaraci";0,613;0,615;0,762;0,491;"BA"
"Rio Formoso";0,613;0,562;0,809;0,506;"PE"
"Sertânia";0,613;0,601;0,752;0,51;"PE"
"Corumbiara";0,613;0,63;0,774;0,473;"RO"
"Boninal";0,612;0,564;0,789;0,514;"BA"
"Jaguaretama";0,612;0,552;0,776;0,535;"CE"
"Cujubim";0,612;0,663;0,789;0,439;"RO"
"Cururupu";0,612;0,568;0,768;0,525;"MA"
"Canindé";0,612;0,571;0,765;0,526;"CE"
"Pintadas";0,612;0,572;0,765;0,525;"BA"
"Delmiro Gouveia";0,612;0,599;0,774;0,494;"AL"
"Marco";0,612;0,564;0,734;0,553;"CE"
"Itacajá";0,612;0,585;0,798;0,491;"TO"
"Vermelho Novo";0,612;0,61;0,79;0,475;"MG"
"Bertolínia";0,612;0,596;0,758;0,507;"PI"
"Santana do Cariri";0,612;0,527;"0,779td>";0,557;"CE"
"Taboleiro Grande";0,612;0,57;0,792;0,507;"RN"
"Mathias Lobato";0,612;0,596;0,795;0,483;"MG"
"Santa Cruz da Baixa Verde";0,612;0,557;0,786;0,523;"PE"
"Piedade de Caratinga";0,612;0,621;0,773;0,477;"MG"
"Barro Duro";0,612;0,611;0,729;0,514;"PI"
"Poço de José de Moura";0,612;0,578;0,797;0,497;"PB"
"Capistrano";0,611;0,527;0,73;0,593;"CE"
"Lajedo";0,611;0,599;0,758;0,503;"PE"
"Conceição do Coité";0,611;0,587;0,752;0,517;"BA"
"Colniza";0,611;0,633;0,815;0,443;"MT"
"São Francisco do Guaporé";0,611;0,657;0,751;0,462;"RO"
"São Rafael";0,611;0,588;0,787;0,493;"RN"
"Amparo de São Francisco";0,611;0,569;0,728;0,55;"SE"
"Varjota";0,611;0,575;0,728;0,545;"CE"
"São Benedito";0,611;0,562;0,764;0,531;"CE"
"Ibiassucê";0,611;0,608;0,789;0,476;"BA"
"Sumidouro";0,611;0,658;0,796;0,436;"RJ"
"Ubaitaba";0,611;0,607;0,767;0,49;"BA"
"Livramento de Nossa Senhora";0,611;0,587;0,793;0,491;"BA"
"Cabaceiras";0,611;0,574;0,759;0,523;"PB"
"São José de Mipibu";0,611;0,599;0,748;0,508;"RN"
"Rio Preto da Eva";0,611;0,59;0,785;0,493;"AM"
"Tunas do Paraná";0,611;0,641;0,801;0,444;"PR"
"Costa Marques";0,611;0,616;0,751;0,493;"RO"
"Santa Margarida";0,61;0,635;0,785;0,455;"MG"
"Divina Pastora";0,61;0,571;0,753;0,527;"SE"
"Orocó";0,61;0,536;0,766;0,553;"PE"
"Açucena";0,61;0,595;0,844;0,451;"MG"
"São Félix do Piauí";0,61;0,587;0,742;0,52;"PI"
"Morada Nova";0,61;0,569;0,758;0,525;"CE"
"Monsenhor Tabosa";0,61;0,545;0,773;0,538;"CE"
"Pesqueira";0,61;0,597;0,751;0,506;"PE"
"Ererê";0,61;0,551;0,754;0,547;"CE"
"São Raimundo das Mangabeiras";0,61;0,583;0,749;0,521;"MA"
"Orobó";0,61;0,545;0,787;0,528;"PE"
"Barão do Triunfo";0,61;0,645;0,821;0,428;"RS"
"Virgem da Lapa";0,61;0,585;0,797;0,488;"MG"
"Indaiabira";0,61;0,575;0,804;0,49;"MG"
"Ruy Barbosa";0,61;0,583;0,77;0,505;"BA"
"Coreaú";0,61;0,526;0,758;0,568;"CE"
"Itarantim";0,61;0,608;0,766;0,487;"BA"
"São José do Belmonte";0,61;0,569;0,769;0,52;"PE"
"Barrocas";0,61;0,574;0,786;0,503;"BA"
"Madalena";0,61;0,536;0,778;0,545;"CE"
"Santa Cruz da Vitória";0,61;0,573;0,786;0,504;"BA"
"Pastos Bons";0,61;0,54;0,753;0,559;"MA"
"Igaracy";0,61;0,575;0,794;0,496;"PB"
"Pilar";0,61;0,578;0,771;0,509;"AL"
"Miranda do Norte";0,61;0,55;0,751;0,55;"MA"
"Ubaí";0,609;0,552;0,787;0,519;"MG"
"Monte Alegre";0,609;0,578;0,77;0,507;"RN"
"Rubim";0,609;0,589;0,817;0,469;"MG"
"Marcelino Vieira";0,609;0,571;0,776;0,51;"RN"
"São Gabriel da Cachoeira";0,609;0,61;0,777;0,476;"AM"
"Macaúbas";0,609;0,557;0,791;0,513;"BA"
"Marapanim";0,609;0,57;0,76;0,521;"PA"
"Nova Timboteua";0,609;0,564;0,791;0,507;"PA"
"Baía Formosa";0,609;0,59;0,718;0,534;"RN"
"Santa Helena";0,609;0,57;0,786;0,504;"PB"
"Salgado";0,609;0,588;0,789;0,486;"SE"
"Triunfo";0,609;0,578;0,78;0,501;"PB"
"São João do Paraíso";0,609;0,554;0,753;0,542;"MA"
"Amaralina";0,609;0,569;0,813;0,489;"GO"
"Catende";0,609;0,578;0,76;0,515;"PE"
"Siriri";0,609;0,565;0,74;0,541;"SE"
"Guaraciaba do Norte";0,609;0,552;0,776;0,528;"CE"
"Jampruca";0,609;0,605;0,781;0,479;"MG"
"Lagoa do Carro";0,609;0,566;0,789;0,505;"PE"
"Macaparana";0,609;0,571;0,778;0,508;"PE"
"Urupá";0,609;0,621;0,772;0,471;"RO"
"Assunção";0,609;0,601;0,738;0,51;"PB"
